Date,Open,High,Low,Close,Adj Close,Volume
2006-01-23,14.200000,14.700000,14.020000,14.600000,13.191246,1633485
2006-01-24,14.700000,15.120000,14.680000,15.050000,13.597824,3308695
2006-01-25,15.050000,16.860001,15.000000,16.410000,14.826596,12190055
2006-01-27,16.600000,17.090000,16.309999,16.400000,14.817562,6080085
2006-01-30,16.400000,16.600000,15.410000,15.750000,14.230282,3148165
2006-01-31,15.430000,15.840000,15.300000,15.360000,13.877913,1216440
2006-02-01,15.490000,15.980000,15.400000,15.560000,14.058613,1838865
2006-02-02,15.700000,16.100000,15.500000,16.000000,14.456159,2250470
2006-02-03,16.000000,16.000000,15.580000,15.720000,14.203176,904575
2006-02-06,15.620000,15.860000,15.620000,15.800000,14.275455,1481580
2006-02-07,15.800000,16.340000,15.750000,15.920000,14.383878,1346260
2006-02-08,16.000000,16.200001,15.590000,16.080000,14.528439,1206120
2006-02-10,16.160000,16.530001,15.920000,15.970000,14.429053,3571740
2006-02-13,15.900000,16.180000,15.720000,15.960000,14.420020,1970905
2006-02-14,16.000000,16.480000,15.620000,16.299999,14.727209,2977490
2006-02-15,16.379999,16.379999,15.820000,16.080000,14.528439,1717135
2006-02-16,16.000000,16.260000,15.680000,16.129999,14.573615,1512845
2006-02-17,16.200001,16.379999,15.910000,16.240000,14.673000,1484235
2006-02-20,16.030001,16.160000,15.710000,16.059999,14.510367,1001190
2006-02-21,16.000000,16.920000,15.860000,16.719999,15.106687,2077045
2006-02-22,16.700001,16.850000,16.420000,16.540001,14.944056,1814660
2006-02-23,16.299999,16.400000,16.070000,16.340000,14.763352,646960
2006-02-24,16.230000,16.379999,15.830000,16.049999,14.501332,1764250
2006-02-27,16.200001,16.250000,15.900000,16.040001,14.492299,511385
2006-02-28,16.200001,16.440001,16.049999,16.170000,14.609756,663100
2006-03-01,16.200001,16.420000,16.030001,16.360001,14.781425,729905
2006-03-02,16.400000,16.650000,16.280001,16.520000,14.925985,883160
2006-03-03,16.400000,17.600000,16.360001,17.080000,15.431948,2509900
2006-03-06,17.200001,17.760000,17.049999,17.629999,15.928882,2185685
2006-03-07,17.549999,17.740000,17.230000,17.379999,15.703000,671930
2006-03-08,17.400000,17.540001,16.400000,16.920000,15.287388,1359040
2006-03-09,16.920000,18.680000,16.600000,17.910000,16.181862,4474610
2006-03-10,18.120001,18.740000,17.719999,17.900000,16.172827,2897615
2006-03-13,18.040001,18.040001,17.540001,17.910000,16.181862,998870
2006-03-14,17.990000,18.020000,17.680000,17.940001,16.208967,886790
2006-03-16,17.760000,18.400000,17.760000,17.900000,16.172827,1281785
2006-03-17,18.200001,18.200001,17.900000,17.969999,16.236076,593755
2006-03-20,17.969999,18.450001,17.969999,18.170000,16.416775,1130015
2006-03-21,18.350000,18.350000,18.070000,18.170000,16.416775,665345
2006-03-22,18.350000,18.940001,18.059999,18.170000,16.416775,1881905
2006-03-23,18.260000,18.469999,18.049999,18.170000,16.416775,563875
2006-03-24,18.280001,18.500000,18.000000,18.400000,16.624584,713365
2006-03-27,18.200001,19.500000,18.200001,19.309999,17.446775,1489205
2006-03-28,19.500000,20.959999,19.500000,20.240000,18.287045,3734290
2006-03-29,20.240000,20.600000,19.920000,20.139999,18.196688,940500
2006-03-30,20.280001,20.400000,19.799999,20.160000,18.214762,606075
2006-03-31,20.049999,20.280001,20.000000,20.110001,18.169586,432770
2006-04-03,20.540001,20.700001,20.200001,20.400000,18.431602,475325
2006-04-04,20.500000,20.500000,20.000000,20.080000,18.142477,555540
2006-04-05,20.400000,20.730000,20.000000,20.389999,18.422562,1790325
2006-04-07,20.500000,20.500000,20.040001,20.180000,18.232832,2384015
2006-04-10,20.280001,20.500000,19.500000,19.670000,17.772041,757025
2006-04-12,19.670000,20.139999,19.010000,19.139999,17.293179,723345
2006-04-13,19.400000,19.559999,18.950001,19.139999,17.293179,1154830
2006-04-17,19.200001,19.549999,19.120001,19.320000,17.455811,839725
2006-04-18,19.600000,20.000000,19.299999,19.809999,17.898531,2364330
2006-04-19,19.799999,20.200001,19.420000,19.680000,17.781075,458100
2006-04-20,19.879999,20.200001,19.500000,19.730000,17.826250,913270
2006-04-21,20.000000,20.000000,19.360001,19.459999,17.582302,341175
2006-04-24,19.500000,19.690001,15.800000,18.910000,17.085375,2213795
2006-04-25,18.820000,19.290001,18.320000,18.450001,16.669758,634770
2006-04-26,19.049999,19.049999,17.459999,18.450001,16.669758,2957625
2006-04-27,17.059999,19.480000,17.059999,19.330000,17.464846,1997345
2006-04-28,18.240000,20.180000,18.240000,19.950001,18.025023,4493460
2006-05-02,20.000000,20.000000,19.459999,19.860001,17.943705,2649430
2006-05-03,20.000000,21.100000,19.510000,20.830000,18.820112,3345455
2006-05-04,21.200001,21.820000,20.400000,20.780001,18.774937,2342625
2006-05-05,19.799999,21.200001,19.799999,20.990000,18.964672,1143230
2006-05-08,21.400000,21.400000,20.639999,20.920000,18.901428,1102245
2006-05-09,17.500000,21.200001,17.500000,21.030001,19.000814,1330745
2006-05-10,21.000000,21.520000,20.799999,21.430000,19.362217,983700
2006-05-11,20.440001,21.459999,20.440001,20.990000,18.964672,492910
2006-05-12,20.600000,21.350000,20.440001,21.170000,19.127308,731680
2006-05-15,20.400000,21.400000,20.129999,20.650000,18.657480,1029635
2006-05-16,20.400000,20.790001,19.020000,20.110001,18.169586,1103720
2006-05-17,21.180000,21.379999,20.410000,20.680000,18.684587,698975
2006-05-18,20.580000,20.580000,19.700001,19.809999,17.898531,818065
2006-05-19,19.850000,20.770000,19.000000,19.209999,17.356424,643035
2006-05-22,20.600000,20.600000,16.400000,18.120001,16.371597,1603295
2006-05-23,18.400000,18.580000,17.620001,18.219999,16.461952,784955
2006-05-24,18.680000,18.900000,17.900000,18.040001,16.299320,420760
2006-05-25,18.200001,18.290001,17.700001,18.090000,16.344494,669290
2006-05-26,18.480000,18.740000,18.250000,18.370001,16.597479,614375
2006-05-29,18.990000,18.990000,17.900000,18.010000,16.272213,430015
2006-05-30,18.350000,18.450001,18.000000,18.120001,16.371597,321665
2006-05-31,18.200001,18.200001,17.610001,18.010000,16.272213,647035
2006-06-01,18.400000,18.400000,17.959999,18.000000,16.263176,360800
2006-06-02,18.000000,18.299999,17.000000,18.129999,16.380630,694380
2006-06-05,18.020000,18.200001,17.020000,17.090000,15.440984,395440
2006-06-06,16.799999,17.200001,16.100000,16.990000,15.350633,903815
2006-06-07,15.000000,16.799999,15.000000,16.490000,14.898878,965900
2006-06-08,15.620000,16.360001,14.220000,15.230000,13.760457,996905
2006-06-09,15.040000,16.000000,14.600000,15.870000,14.338702,441415
2006-06-12,16.000000,16.600000,15.180000,15.220000,13.751421,249855
2006-06-13,15.200000,15.210000,14.400000,14.880000,13.444227,519200
2006-06-14,14.800000,15.400000,13.400000,14.320000,12.938261,710915
2006-06-15,14.400000,16.959999,13.710000,15.390000,13.905018,1250730
2006-06-16,14.920000,17.000000,14.920000,16.020000,14.474229,687310
2006-06-19,16.020000,16.200001,15.500000,15.750000,14.230282,191245
2006-06-20,15.780000,16.000000,15.500000,15.870000,14.338702,117845
